algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,5,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
ges,parallelbns/res/networks/cancer,cancer.xbif50005_,0,10,-1,1,-0.42408131407733524,-10761.974133169539,0.4,0.0,2.0,0,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,3,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,17,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
hc,parallelbns/res/networks/cancer,cancer.xbif50005_,1,10,-1,1,-0.42408131407733524,-10761.974133169535,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,23,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,3,1,-0.32481055887506427,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,5,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,17,1,-0.3248105588750643,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,5,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,3,1,-0.32481055887506427,-10761.974133169535,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,17,1,-0.3248105588750643,-10761.974133169535,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,10,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
ges,parallelbns/res/networks/cancer,cancer.xbif50005_,0,15,-1,1,-0.42408131407733524,-10761.974133169539,0.4,0.0,2.0,0,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,3,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,17,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,23,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
hc,parallelbns/res/networks/cancer,cancer.xbif50005_,1,15,-1,1,-0.42408131407733524,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,3,1,-0.32481055887506427,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,5,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,17,1,-0.3248105588750643,-10761.974133169535,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,3,1,-0.32481055887506427,-10761.974133169535,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,5,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,17,1,-0.3248105588750643,-10761.974133169535,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
ges,parallelbns/res/networks/cancer,cancer.xbif50005_,0,5,-1,1,-0.42408131407733524,-10761.974133169539,0.4,0.0,2.0,0,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,2,15,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,3,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,19,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,23,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
hc,parallelbns/res/networks/cancer,cancer.xbif50005_,1,5,-1,1,-0.42408131407733524,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,5,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
ges,parallelbns/res/networks/cancer,cancer.xbif50005_,0,10,-1,1,-0.42408131407733524,-10761.974133169539,0.4,0.0,2.0,0,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,3,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,19,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,23,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
hc,parallelbns/res/networks/cancer,cancer.xbif50005_,1,10,-1,1,-0.42408131407733524,-10761.974133169535,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,10,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
ges,parallelbns/res/networks/cancer,cancer.xbif50005_,0,15,-1,1,-0.42408131407733524,-10761.974133169539,0.4,0.0,2.0,0,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,3,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,19,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,23,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
hc,parallelbns/res/networks/cancer,cancer.xbif50005_,1,15,-1,1,-0.42408131407733524,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,7,2,-0.4250150334844528,-10770.594960695664,0.8,2.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,19,1,-0.30251455650072157,-10761.974133169535,0.4,0.0,2.0,3,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,4,15,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
ges,parallelbns/res/networks/cancer,cancer.xbif50005_,0,5,-1,1,-0.42408131407733524,-10761.974133169539,0.4,0.0,2.0,0,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,3,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,19,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,23,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pges,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
hc,parallelbns/res/networks/cancer,cancer.xbif50005_,1,5,-1,1,-0.42408131407733524,-10761.974133169535,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,23,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,19,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
phc,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,29,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,2,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,3,1,-0.30248969691093097,-10761.974133169522,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,5,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,7,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,13,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,11,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,3,1
pfhcbes,parallelbns/res/networks/cancer,cancer.xbif50005_,6,5,17,1,-0.30247368618227627,-10761.974133169539,0.4,0.0,2.0,2,0
